product_id,product_name,product_type,price
P16794,Grandmas Swedish Thin Pancakes,Readymade_breakfast,12.81
P61957,Chili Jack Oven Omelet,Readymade_breakfast,9.95
P23890,Baked Pears,Readymade_breakfast,10.04
P52912,Best Buttermilk Pancakes,Readymade_breakfast,5.83
P56387,Blackberry Breakfast Bars,Readymade_breakfast,14.0
P28708,Toasted Sunny Side Up Egg And Cheese Sandwiches,Readymade_breakfast,13.55
P00299,Pikelets Australian Pancakes,Readymade_breakfast,15.23
P38108,Scrambled Eggs Oeufs Brouills,Readymade_breakfast,7.28
P17375,Baked Pears,Readymade_breakfast,9.92
P26612,Moms Cheat Doughnuts,Readymade_breakfast,6.78
P07585,Scrambled Egg Sandwiches With Onions And Red Peppers,Readymade_breakfast,13.61
P50553,Cheery Cherry Muffins,Readymade_breakfast,7.53
P08098,Bacon Egg Casserole,Readymade_breakfast,12.39
P29135,Mexi Eggs In A Hole,Readymade_breakfast,9.4
P21559,Vanilla Fruit Dip,Readymade_breakfast,7.75
P32948,Original Praline Bacon Recipe,Readymade_breakfast,9.19
P56813,Chili Jack Oven Omelet,Readymade_breakfast,15.5
P06101,Chicken And Egg On Rice Oyako Donburi,Readymade_breakfast,10.95
P63736,Easy Breakfast Casserole,Readymade_breakfast,13.11
P02479,3 Meat Breakfast Pizza,Readymade_breakfast,5.65
P17344,Baked Swiss Cheese Omelet,Readymade_breakfast,8.72
P30732,Original Praline Bacon Recipe,Readymade_breakfast,8.43
P45809,Scrambled Eggs Oeufs Brouills,Readymade_breakfast,6.82
P11333,Flaeskeaeggekage Danish Bacon Egg Pancake Omelet,Readymade_breakfast,7.65
P07816,Egg Flowers,Readymade_breakfast,8.83
P13168,Toasted Sunny Side Up Egg And Cheese Sandwiches,Readymade_breakfast,8.07
P10771,Sleepy Twisted Sisters G N G Breakfast Ramekin,Readymade_breakfast,11.6
P14431,Fresh Mango Bread,Readymade_breakfast,6.87
P42855,Easy Danish Kringle,Readymade_breakfast,6.94
P47927,Ham Omelet Deluxe,Readymade_breakfast,13.87
P33533,Pumpkin Ginger Scones With Cinnamon Chips,Readymade_breakfast,10.2
P49459,Vanilla Fruit Dip,Readymade_breakfast,7.58
P34734,Shirleys Plain Or Blueberry Muffins,Readymade_breakfast,13.33
P57150,Pumpkin Ginger Scones With Cinnamon Chips,Readymade_breakfast,11.69
P59165,Broiled Cinnamon Toast,Readymade_breakfast,10.73
P20183,Vanilla Fruit Dip,Readymade_breakfast,15.41
P00535,Fresh Mango Bread,Readymade_breakfast,8.34
P50613,Broiled Cinnamon Toast,Readymade_breakfast,6.44
P45363,Awesome Orange Chocolate Muffins,Readymade_breakfast,14.25
P36489,Nats Cucumber Cream Cheese Bagel,Readymade_breakfast,8.97
P10592,Scrambled Egg Sandwiches With Onions And Red Peppers,Readymade_breakfast,13.18
P18058,Easy Danish Kringle,Readymade_breakfast,8.87
P29464,Sausage Gravy For Biscuits And Gravy,Readymade_breakfast,11.94
P17153,Fresh Mango Bread,Readymade_breakfast,9.19
P61036,Blueberry Banana Happy Face Pancakes,Readymade_breakfast,8.09
P58979,Chef Flowers Simple Sunday Brunch Omelette,Readymade_breakfast,10.8
P45916,Blueberry Bakery Muffins,Readymade_breakfast,11.75
P10780,English Muffins With Bacon Butter,Readymade_breakfast,7.32
P40372,Toasted Sunny Side Up Egg And Cheese Sandwiches,Readymade_breakfast,11.74
P25962,Chili Jack Oven Omelet,Readymade_breakfast,6.01
P10695,Blueberry Bakery Muffins,Readymade_breakfast,10.61
P36392,Cheesecake Kugel,Readymade_breakfast,6.8
P05776,3 Meat Breakfast Pizza,Readymade_breakfast,9.64
P14085,Broiled Cinnamon Toast,Readymade_breakfast,8.01
P36847,English Muffins With Bacon Butter,Readymade_breakfast,12.29
P34251,Eggs In A Basket,Readymade_breakfast,12.38
P29048,Poached Eggs Technique,Readymade_breakfast,6.34
P08253,Berry Cream Cheese Coffee Cake,Readymade_breakfast,9.39
P43253,Muffin Toppings,Readymade_breakfast,6.43
P33305,Easy Breakfast Casserole,Readymade_breakfast,6.99
P52456,Easy Breakfast Casserole,Readymade_breakfast,10.15
P30026,Muffin Toppings,Readymade_breakfast,8.87
P47439,Purple Cow,Readymade_breakfast,10.89
P64186,Breakfast Casserole Seasoned With Country Gravy,Readymade_breakfast,12.68
P40035,Asparagus Omelette Wraps,Readymade_breakfast,15.29
P31979,3 Meat Breakfast Pizza,Readymade_breakfast,11.21
P60217,Pumpkin French Toast With Toasted Walnuts,Readymade_breakfast,5.89
P45704,Italian Eggs With Bacon,Readymade_breakfast,14.76
P27057,Whole Grain Pancake Mix,Readymade_breakfast,8.44
P17385,Breakfast Casserole Seasoned With Country Gravy,Readymade_breakfast,5.77
P31756,Creamy Scrambled Eggs In The Microwave,Readymade_breakfast,5.73
P17602,Canadian Bacon Cheese Omelet,Readymade_breakfast,7.25
P37163,Poached Eggs Technique,Readymade_breakfast,6.43
P42606,6 Week Bran Muffins Auntie Annes Muffins,Readymade_breakfast,6.52
P33422,Nats Cucumber Cream Cheese Bagel,Readymade_breakfast,11.31
P58777,Breakfast Casserole Seasoned With Country Gravy,Readymade_breakfast,7.29
P46448,Bacon Egg Casserole,Readymade_breakfast,13.24
P01268,Italian Eggs With Bacon,Readymade_breakfast,9.93
P00665,Poached Eggs Technique,Readymade_breakfast,8.08
P31056,Pikelets Australian Pancakes,Readymade_breakfast,14.05
P46247,Mexi Eggs In A Hole,Readymade_breakfast,6.24
P22011,Danish Bubble,Readymade_breakfast,13.64
P48655,Original Praline Bacon Recipe,Readymade_breakfast,6.22
P23431,Old Fashioned Banana Muffins,Readymade_breakfast,5.68
P34445,Canadian Bacon Cheese Omelet,Readymade_breakfast,14.47
P42683,Country Scrambled Eggs,Readymade_breakfast,8.3
P51714,Ginger Lemon Muffins,Readymade_breakfast,7.01
P54639,Blackberry Breakfast Bars,Readymade_breakfast,14.36
P07974,Everyday French Breakfast Baguette And Jam With Chocolate Milk,Readymade_breakfast,8.88
P23739,Cardamom Sour Cream Waffles,Readymade_breakfast,11.63
P43032,Toasted Sunny Side Up Egg And Cheese Sandwiches,Readymade_breakfast,11.36
P50413,Oatmeal Cookie Granola,Readymade_breakfast,14.42
P03294,Original Praline Bacon Recipe,Readymade_breakfast,6.53
P15861,Flaeskeaeggekage Danish Bacon Egg Pancake Omelet,Readymade_breakfast,8.65
P43254,Baked Swiss Cheese Omelet,Readymade_breakfast,13.38
P38595,Original Praline Bacon Recipe,Readymade_breakfast,8.89
P30578,Everyday French Breakfast Baguette And Jam With Chocolate Milk,Readymade_breakfast,5.67
P01350,6 Week Bran Muffins Auntie Annes Muffins,Readymade_breakfast,8.57
P32361,A Faster Egg Muffin,Readymade_breakfast,11.95
P37809,Eggs In A Basket,Readymade_breakfast,12.55
P51619,Fresh Mango Bread,Readymade_lunch,28.83
P58549,Hoisin Marinated Wing Pieces,Readymade_lunch,21.42
P11963,Italian Deli Wraps,Readymade_lunch,36.47
P45096,Caramelized Onion Focaccia Bread Machine,Readymade_lunch,32.29
P34562,Katos Tasty Salmon Cream Cheese Surprise,Readymade_lunch,11.91
P39580,Spinach With Lemon Garlic,Readymade_lunch,40.11
P39400,Amazing Sweet Italian Sausage Pasta Soup,Readymade_lunch,31.49
P20607,Parmesan Fish In The Oven,Readymade_lunch,28.38
P34235,Copycat Taco Bell Chicken Enchilada Bowl,Readymade_lunch,31.73
P62255,Goat Cheese Black Olive Mashed Potatoes,Readymade_lunch,33.52
P06815,Toasted Ham And Cheese Supreme,Readymade_lunch,26.96
P12397,Quick Elephant Ears,Readymade_lunch,39.48
P53493,Salmon With Bourbon And Brown Sugar Glaze,Readymade_lunch,24.22
P54776,No Bake Hersheys Bar Pie,Readymade_lunch,23.77
P16145,Apple Butterflies,Readymade_lunch,14.58
P50818,Nifs Peanut Butter Banana Muffins,Readymade_lunch,40.09
P11538,Hummus With A Twist,Readymade_lunch,11.18
P03333,Spicy Chicken Soup With Hints Of Lemongrass And Coconut Milk,Readymade_lunch,19.36
P14602,Spinach Salad With Blue Cheese,Readymade_lunch,16.66
P37763,Fried Almonds,Readymade_lunch,20.48
P35031,Hearty Grilled Cheese,Readymade_lunch,23.88
P12902,Tuna Red Onion And Parsley Salad,Readymade_lunch,14.0
P27686,Sausage Sandwich Italian Style,Readymade_lunch,14.72
P04669,Toasted Ham And Cheese Supreme,Readymade_lunch,28.59
P05773,Sugared Cinnamon Almonds,Readymade_lunch,14.7
P52670,Blt Sandwich,Readymade_lunch,17.28
P30879,Goat Cheese Black Olive Mashed Potatoes,Readymade_lunch,18.64
P53005,Hearty Grilled Cheese,Readymade_lunch,39.13
P56457,Rotisserie Style Chicken In The Crock Pot,Readymade_lunch,34.72
P06431,Chicken With Cashews,Readymade_lunch,31.01
P28035,Chocolate Coconut Dream Bars,Readymade_lunch,23.97
P22373,Garlic Herbed Roasted Red Skin Potatoes,Readymade_lunch,11.56
P62013,Fake Crab Salad Sandwiches,Readymade_lunch,20.62
P19795,Grilled Chicken Pesto Panini,Readymade_lunch,39.3
P20398,Hoisin Marinated Wing Pieces,Readymade_lunch,35.75
P50225,Green Goddess Dressing,Readymade_lunch,19.92
P50666,Fresh Mango Bread,Readymade_lunch,31.54
P64118,Rotisserie Style Chicken In The Crock Pot,Readymade_lunch,21.53
P08902,Parmesan Fish In The Oven,Readymade_lunch,34.81
P40157,Baby Greens With Mustard Vinaigrette,Readymade_lunch,23.3
P34196,Purple Cow,Readymade_lunch,38.38
P20205,Ginger Soy Salmon,Readymade_lunch,30.98
P45047,Oatmeal Cookie Granola,Readymade_lunch,22.7
P04657,Caramelized Onion Focaccia Bread Machine,Readymade_lunch,36.91
P25134,Grilled Blue Cheese Burgers,Readymade_lunch,35.03
P10650,Grilled Havarti And Avocado Sandwiches,Readymade_lunch,25.52
P47662,Scallop Saute,Readymade_lunch,22.13
P60140,Insanely Easy Chickpea Salad,Readymade_lunch,27.18
P56536,Don T Burn Your Fingers Garlic Bread,Readymade_lunch,31.65
P42768,Purple Cow,Readymade_lunch,26.92
P62030,Delicious Cheesy Bacon And Green Onion Potato Skins,Readymade_lunch,19.76
P38164,Turkey Swiss Panini,Readymade_lunch,38.51
P17055,Hummus With A Twist,Readymade_lunch,12.44
P41016,Reuben Sandwich Our Way,Readymade_lunch,15.52
P61586,Salami Havarti And Cole Slaw Sandwiches,Readymade_lunch,11.4
P23312,The Godfather Of Grilled Cheese Sandwiches,Readymade_lunch,31.53
P14013,Lemon Coconut Muffins,Readymade_lunch,19.92
P55497,Ww Greek Inspired Scrambled Egg Wraps,Readymade_lunch,31.69
P09848,Hearty Grilled Cheese,Readymade_lunch,29.8
P19920,Hearty Grilled Cheese,Readymade_lunch,12.52
P26346,Fantastic Banana Bran Muffins,Readymade_lunch,12.53
P16814,Number 400 Seafood Casserole,Readymade_lunch,23.81
P38791,Blt Sandwich,Readymade_lunch,26.85
P44153,Delicious And Simple Fruit Dip,Readymade_lunch,12.46
P19806,Another Buffalo Wings Recipe,Readymade_lunch,23.14
P40839,The Traditional Cyprus Sandwich With Halloumi Onions And Tomato,Readymade_lunch,21.01
P47533,Crispy Fried Chicken Spring Rolls,Readymade_lunch,38.74
P64100,Pearls Sesame Noodles,Readymade_lunch,11.79
P04050,Oatmeal Cookie Granola,Readymade_lunch,10.98
P03104,Beef For Tacos,Readymade_lunch,16.97
P47893,Fantastic Banana Bran Muffins,Readymade_lunch,23.09
P47523,Number 400 Seafood Casserole,Readymade_lunch,17.31
P15639,Creamed Peas On Toast,Readymade_lunch,19.56
P02287,The Godfather Of Grilled Cheese Sandwiches,Readymade_lunch,17.15
P59950,Habit Forming Shrimp Dip,Readymade_lunch,27.23
P21604,Spicy Chicken Soup With Hints Of Lemongrass And Coconut Milk,Readymade_lunch,33.63
P05051,Katos Tasty Salmon Cream Cheese Surprise,Readymade_lunch,27.86
P48268,Fresh Tomato And Cucumber Salad,Readymade_lunch,18.14
P45148,Spicy Chicken Soup With Hints Of Lemongrass And Coconut Milk,Readymade_lunch,20.42
P15748,No Bake Hersheys Bar Pie,Readymade_lunch,17.66
P55949,Onion Burgers By John T Edge The Longmeadow Farm,Readymade_lunch,30.73
P24407,Egg Salad Club Sandwiches Or Shrimp Salad Club,Readymade_lunch,39.03
P36932,Grilled Cheese On Raisin Bread,Readymade_lunch,24.29
P05950,Baby Greens With Mustard Vinaigrette,Readymade_lunch,30.61
P52395,No Bake Hersheys Bar Pie,Readymade_lunch,28.84
P06984,Homemade Popsicles,Readymade_lunch,31.05
P50238,The Greatful Bread Sandwich,Readymade_lunch,12.39
P35116,3 Meat Breakfast Pizza,Readymade_lunch,22.53
P55496,Number 400 Seafood Casserole,Readymade_lunch,19.08
P18598,Famous White Wings,Readymade_lunch,24.59
P45896,No Bake Hersheys Bar Pie,Readymade_lunch,19.42
P52948,Simply Simple Cucumber Slices In Vinegar Dressing Longmeadow,Readymade_lunch,37.15
P15151,Baked Ham Glazed With Pineapple And Chipotle Peppers,Readymade_lunch,39.23
P02848,California Crab Salad,Readymade_lunch,17.93
P06200,Nats Cucumber Cream Cheese Bagel,Readymade_lunch,15.16
P28725,Spicy Chicken Soup With Hints Of Lemongrass And Coconut Milk,Readymade_lunch,20.81
P10398,Queen Margherita Pizza,Readymade_lunch,20.82
P08105,Sausage Sandwich Italian Style,Readymade_lunch,22.06
P63060,Strammer Max German Warm Sandwich,Readymade_lunch,24.44
P35713,Tuna Red Onion And Parsley Salad,Readymade_lunch,36.77
P06525,I Did It My Way Tossed Salad,Readymade_dinner,38.45
P52732,Strawberry Pavlova,Readymade_dinner,48.63
P60629,Spinach With Lemon Garlic,Readymade_dinner,37.4
P01128,Chocolate Covered Dipped Strawberries,Readymade_dinner,50.04
P58972,Lemon And Parsley Potatoes,Readymade_dinner,49.46
P65444,Crispy Noodle Salad With Sweet And Sour Dressing,Readymade_dinner,49.64
P04373,T G I Fridays Mudslide,Readymade_dinner,55.42
P30241,Kahlua Hot Chocolate,Readymade_dinner,31.57
P09653,Spanish Garlic Shrimp Taverna,Readymade_dinner,31.08
P41024,Moroccan Cinnamon Coffee With Orange Flower Water,Readymade_dinner,46.26
P30824,Celery And Blue Cheese Salad,Readymade_dinner,38.4
P06004,Oven Fried Zucchini Sticks,Readymade_dinner,31.64
P63143,Fried Almonds,Readymade_dinner,42.71
P39547,Kick A Fried Onion Rings,Readymade_dinner,52.93
P46858,Sweet And Sour Pork Balls,Readymade_dinner,43.66
P28748,Asparagus With Lemon Butter Crumbs,Readymade_dinner,54.8
P57337,Lindas Chunky Garlic Mashed Potatoes,Readymade_dinner,44.52
P23991,Spinach With Lemon Garlic,Readymade_dinner,31.62
P28104,Crispy Noodle Salad With Sweet And Sour Dressing,Readymade_dinner,32.21
P25027,Tonkatsu Japanese Pork Cutlet,Readymade_dinner,33.81
P47842,Provencal Olives,Readymade_dinner,34.29
P41802,Butterflied Leg Of Lamb With Lots Of Garlic And Rosemary,Readymade_dinner,54.2
P29241,Flounder Stuffed With Shrimp And Crabmeat,Readymade_dinner,36.34
P31973,Maple Coffee,Readymade_dinner,42.58
P57944,Pork Chops With Apples Stuffing,Readymade_dinner,44.03
P55766,Creamy Beet Salad,Readymade_dinner,44.45
P51326,Buttermilk Mashed Potatoes With Country Mustard,Readymade_dinner,32.53
P52507,Frozen Kahlua Creme,Readymade_dinner,47.13
P41255,Hummus With Pine Nuts Turkish Style,Readymade_dinner,41.76
P30163,Roasted Asparagus With Sage And Lemon Butter,Readymade_dinner,45.81
P63156,Kahlua Hot Chocolate,Readymade_dinner,44.37
P50352,Sourdough Rosemary Potato Bread,Readymade_dinner,30.68
P52352,Salata Marouli Romaine Lettuce Salad,Readymade_dinner,31.41
P03696,Caribbean Sunset,Readymade_dinner,39.35
P55244,Sweet And Sour Kielbasa Kabobs,Readymade_dinner,39.99
P44198,Mamas Fruit Cobbler,Readymade_dinner,49.3
P43988,Mushroom And Chicken Grilled Quesadillas,Readymade_dinner,54.38
P52004,Spinach Salad With Feta Cheese,Readymade_dinner,39.09
P45048,Just Like Deweys Candied Walnut And Grape Salad,Readymade_dinner,47.47
P33149,No Bake Hersheys Bar Pie,Readymade_dinner,39.1
P59682,Uncle Bills Caesar Canadian Style,Readymade_dinner,44.45
P57400,Orzo With Tomatoes Feta And Green Onions,Readymade_dinner,51.44
P00739,Caf A La Russe Chocolate Coffee,Readymade_dinner,38.48
P53944,Mamas Fruit Cobbler,Readymade_dinner,48.39
P63248,Baby Greens With Pears Gorgonzola And Pecans,Readymade_dinner,50.69
P23102,Goat Cheese Black Olive Mashed Potatoes,Readymade_dinner,38.62
P62317,Lubys Cafeteria Butternut Brownie Pie,Readymade_dinner,45.33
P51992,Asian Broccoli Salad,Readymade_dinner,45.61
P06447,Sausage Mushroom Appetizers,Readymade_dinner,34.96
P26180,Maple Coffee,Readymade_dinner,36.11
P46677,Creamy Cucumber Dill Dip,Readymade_dinner,44.37
P28165,Pan Broiled Steak With Whiskey Sauce,Readymade_dinner,33.11
P22318,Sweet Onion And Mashed Potato Bake,Readymade_dinner,52.55
P20506,Swedish Cucumber Salad Pressgurka,Readymade_dinner,42.13
P15886,Sherry Buttered Shrimp,Readymade_dinner,52.13
P02214,New England Roasted Cornish Game Hens,Readymade_dinner,51.68
P26249,Butterflied Leg Of Lamb With Lots Of Garlic And Rosemary,Readymade_dinner,43.4
P49390,Tilapia In Thai Sauce,Readymade_dinner,45.72
P32987,Red Potato And Green Bean Saute,Readymade_dinner,55.46
P10068,Crushed Red Potatoes With Garlic,Readymade_dinner,33.11
P34708,Savory Pita Chips,Readymade_dinner,40.87
P34466,Strawberry And Cream Cheese Parfait,Readymade_dinner,45.94
P62552,Sweet Onion And Mashed Potato Bake,Readymade_dinner,37.61
P51544,Spiced Poached Pears,Readymade_dinner,32.6
P08042,Grilled Or Baked Salmon With Lavender,Readymade_dinner,40.15
P10245,Lindas Special Potato Salad,Readymade_dinner,52.61
P50369,Hummus With Pine Nuts Turkish Style,Readymade_dinner,40.31
P53786,Nude Beach,Readymade_dinner,50.32
P20028,Parslied New Potatoes,Readymade_dinner,39.76
P27300,Bergy Dim Sum 5 Steamed Shrimp Dumplings,Readymade_dinner,39.63
P46591,Mushroom And Chicken Grilled Quesadillas,Readymade_dinner,35.9
P23724,Swirled Cranberry Cheesecake,Readymade_dinner,31.65
P11543,Long Island Iced Tea Applebees Tgi Fridays Style,Readymade_dinner,43.83
P33765,Emerils Stewed Black Eyed Peas,Readymade_dinner,30.82
P38603,Kittencals Extra Crispy Fried Chicken Breast,Readymade_dinner,35.9
P59517,Spiced Poached Pears,Readymade_dinner,48.53
P38361,Wild Addicting Dip,Readymade_dinner,35.51
P17294,Sweet Onion And Mashed Potato Bake,Readymade_dinner,40.05
P46016,Raspberry Cranberry Salad With Sour Cream Cream Cheese Topping,Readymade_dinner,55.4
P53549,Oriental Asparagus And Mushrooms,Readymade_dinner,47.57
P49164,Blue Margaritas,Readymade_dinner,40.62
P46929,Scallop Saute,Readymade_dinner,34.33
P55397,Hot Salty Nuts,Readymade_dinner,38.24
P18608,Kittencals Crock Pot French Dip Roast,Readymade_dinner,52.91
P03989,Spanish Garlic Shrimp Taverna,Readymade_dinner,47.18
P54947,Herbed Potato With Cottage Cheese,Readymade_dinner,52.47
P16039,Orange Glazed Pork Chops,Readymade_dinner,35.5
P44959,Kick A Fried Onion Rings,Readymade_dinner,52.5
